STOCK CODE,SUBCATEGORY NAME,SHORT DESCRIPTION,IMAGE,MANUFACTURER,MANUFACTURER SKU,DBP,RRP
NWG-MSS019528,Subscriptions  Licensing,WatchGuard MSSP 500 Pre Pay Points,https://www.leadersystems.com.au/Images/NWG-MSS019528.jpg,Watchguard,MSS019528,622,786
NWG-WG460301,Subscriptions  Licensing,WatchGuard NGFW Suite Renewal/Upgrade 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460301.jpg,Watchguard,WG460301,7389,9374
NWG-WG460351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460351.jpg,Watchguard,WG460351,21720,27555
NWG-WGCSM331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM331.jpg,Watchguard,WGCSM331,936,1167
NWG-WGCSM203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM203.jpg,Watchguard,WGCSM203,710,885
NWG-WGCME351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME351.jpg,Watchguard,WGCME351,4633,5772
NWG-WGCME203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME203.jpg,Watchguard,WGCME203,1673,2084
NWG-WGCME201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME201.jpg,Watchguard,WGCME201,719,896
NWG-WGCLG351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG351.jpg,Watchguard,WGCLG351,9872,12525
NWG-WGCLG333,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG333.jpg,Watchguard,WGCLG333,10838,13750
NWG-WGCXL333,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL333.jpg,Watchguard,WGCXL333,21590,27390
NWG-WGCXL331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL331.jpg,Watchguard,WGCXL331,9284,11778
NWG-WGVSM331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM331.jpg,Watchguard,WGVSM331,936,1167
NWG-WGVSM203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM203.jpg,Watchguard,WGVSM203,710,885
NWG-WGVSM151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM151.jpg,Watchguard,WGVSM151,460,574
NWG-WGVSM181,Subscriptions  Licensing,WatchGuard Network Discovery 1-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM181.jpg,Watchguard,WGVSM181,460,574
NWG-WGVME141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME141.jpg,Watchguard,WGVME141,1070,1333
NWG-WGVME151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME151.jpg,Watchguard,WGVME151,1070,1333
NWG-WGVLG131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG131.jpg,Watchguard,WGVLG131,2267,2876
NWG-WGVLG141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG141.jpg,Watchguard,WGVLG141,2267,2876
NWG-WGVXL121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for FireboxV XLarge,https://www.leadersystems.com.au/Images/NWG-WGVXL121.jpg,Watchguard,WGVXL121,4521,5736
NWG-WGM57331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M570,https://www.leadersystems.com.au/Images/NWG-WGM57331.jpg,Watchguard,WGM57331,5205,6484
NWG-WGM57261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox M570,https://www.leadersystems.com.au/Images/NWG-WGM57261.jpg,Watchguard,WGM57261,2052,2557
NWG-WGM67331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M670,https://www.leadersystems.com.au/Images/NWG-WGM67331.jpg,Watchguard,WGM67331,7219,8994
NWG-WGWFC231,Subscriptions  Licensing,"WatchGuard 1-yr Total Wi-Fi Renewal/Upgrade, 1 AP",https://www.leadersystems.com.au/Images/NWG-WGWFC231.jpg,Watchguard,WGWFC231,255,318
NWG-WGT16181,Subscriptions  Licensing,WatchGuard Network Discovery 1-yr for Firebox T15-W,https://www.leadersystems.com.au/Images/NWG-WGT16181.jpg,Watchguard,WGT16181,174,217
NWG-MSS019530,Subscriptions  Licensing,WatchGuard MSSP 50000 Pre Pay Points,https://www.leadersystems.com.au/Images/NWG-MSS019530.jpg,Watchguard,MSS019530,62292,93079
NWG-WG460111,Email Security,WatchGuard spamBlocker 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460111.jpg,Watchguard,WG460111,4546,5768
NWG-WG460131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460131.jpg,Watchguard,WG460131,4546,5768
NWG-WG561101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561101.jpg,Watchguard,WG561101,11507,14599
NWG-WG561121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561121.jpg,Watchguard,WG561121,11507,14599
NWG-WGM44181,Subscriptions  Licensing,WatchGuard Network Discovery 1-yr for Firebox M440,https://www.leadersystems.com.au/Images/NWG-WGM44181.jpg,Watchguard,WGM44181,2366,3002
NWG-WGCME643,Firewalls  Network Security,WatchGuard Firebox Cloud Medium with 3-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCME643.jpg,Watchguard,WGCME643,12443,16849
NWG-WGCME641,Firewalls  Network Security,WatchGuard Firebox Cloud Medium with 1-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCME641.jpg,Watchguard,WGCME641,6819,9234
NWG-WGCLG673,Firewalls  Network Security,Trade up to WatchGuard Firebox Cloud Large with 3-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCLG673.jpg,Watchguard,WGCLG673,24255,33448
NWG-WGCLG033,Firewalls  Network Security,WatchGuard Firebox Cloud Large with 3-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCLG033.jpg,Watchguard,WGCLG033,15048,20751
NWG-WGCXL031,Firewalls  Network Security,WatchGuard Firebox Cloud XLarge with 1-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCXL031.jpg,Watchguard,WGCXL031,18740,25843
NWG-WGCXL003,Firewalls  Network Security,WatchGuard Firebox Cloud XLarge with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,https://www.leadersystems.com.au/Images/NWG-WGCXL003.jpg,Watchguard,WGCXL003,17572,24232
NWG-WGVLG643,Firewalls  Network Security,WatchGuard FireboxV Large with 3-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVLG643.jpg,Watchguard,WGVLG643,26529,36583
NWG-WGVLG671,Firewalls  Network Security,Trade up to WatchGuard FireboxV Large with 1-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVLG671.jpg,Watchguard,WGVLG671,12262,16909
NWG-WG460101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460101.jpg,Watchguard,WG460101,4546,5768
NWG-WG460121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460121.jpg,Watchguard,WG460121,4546,5768
NWG-WGVXL033,Firewalls  Network Security,WatchGuard FireboxV XLarge with 3-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVXL033.jpg,Watchguard,WGVXL033,30016,41392
NWG-WG561261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561261.jpg,Watchguard,WG561261,11408,14473
NWG-WG561111,Email Security,WatchGuard spamBlocker 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561111.jpg,Watchguard,WG561111,11507,14599
NWG-WGCSM121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM121.jpg,Watchguard,WGCSM121,460,574
NWG-WGCME121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME121.jpg,Watchguard,WGCME121,1070,1333
NWG-WGCLG171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG171.jpg,Watchguard,WGCLG171,2267,2876
NWG-WGCLG121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG121.jpg,Watchguard,WGCLG121,2267,2876
NWG-WGCXL171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL171.jpg,Watchguard,WGCXL171,4521,5736
NWG-WGVSM171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM171.jpg,Watchguard,WGVSM171,458,582
NWG-WGVME261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME261.jpg,Watchguard,WGVME261,1055,1314
NWG-WGVME171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME171.jpg,Watchguard,WGVME171,1065,1352
NWG-WGVLG201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG201.jpg,Watchguard,WGVLG201,1437,1823
NWG-WG460141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460141.jpg,Watchguard,WG460141,4546,5768
NWG-WGCME523,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for Firebox Cloud Medium - 3-yr,https://www.leadersystems.com.au/Images/NWG-WGCME523.jpg,Watchguard,WGCME523,3202,3990
NWG-WGCME521,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for Firebox Cloud Medium - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGCME521.jpg,Watchguard,WGCME521,1070,1333
NWG-WGM57521,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for M570 - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGM57521.jpg,Watchguard,WGM57521,2071,2580
NWG-WG460331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460331.jpg,Watchguard,WG460331,10708,13585
NWG-WG561201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561201.jpg,Watchguard,WG561201,8893,11283
NWG-WGVLG261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG261.jpg,Watchguard,WGVLG261,2124,2695
NWG-WGVXL331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for FireboxV XLarge,https://www.leadersystems.com.au/Images/NWG-WGVXL331.jpg,Watchguard,WGVXL331,9284,11778
NWG-WGVXL201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for FireboxV XLarge,https://www.leadersystems.com.au/Images/NWG-WGVXL201.jpg,Watchguard,WGVXL201,3041,3858
NWG-WGM37351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox M370,https://www.leadersystems.com.au/Images/NWG-WGM37351.jpg,Watchguard,WGM37351,4172,5198
NWG-WGM37331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M370,https://www.leadersystems.com.au/Images/NWG-WGM37331.jpg,Watchguard,WGM37331,2058,2565
NWG-WGCSM101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM101.jpg,Watchguard,WGCSM101,460,574
NWG-WGCME101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME101.jpg,Watchguard,WGCME101,1070,1333
NWG-WGCLG101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG101.jpg,Watchguard,WGCLG101,2267,2876
NWG-WGCXL101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL101.jpg,Watchguard,WGCXL101,4521,5736
NWG-WGVSM101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM101.jpg,Watchguard,WGVSM101,460,574
NWG-WGVME173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME173.jpg,Watchguard,WGVME173,2539,3222
NWG-WGVLG203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG203.jpg,Watchguard,WGVLG203,3456,4385
NWG-WGVLG263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG263.jpg,Watchguard,WGVLG263,5091,6459
NWG-WGVXL333,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for FireboxV XLarge,https://www.leadersystems.com.au/Images/NWG-WGVXL333.jpg,Watchguard,WGVXL333,21590,27390
NWG-WGM37141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for Firebox M370,https://www.leadersystems.com.au/Images/NWG-WGM37141.jpg,Watchguard,WGM37141,821,1023
NWG-WGM37181,Subscriptions  Licensing,WatchGuard Network Discovery 1-yr for Firebox M370,https://www.leadersystems.com.au/Images/NWG-WGM37181.jpg,Watchguard,WGM37181,821,1023
NWG-WGM47351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for M470,https://www.leadersystems.com.au/Images/NWG-WGM47351.jpg,Watchguard,WGM47351,6809,8483
NWG-WGM47111,Email Security,WatchGuard spamBlocker 1-yr for M470,https://www.leadersystems.com.au/Images/NWG-WGM47111.jpg,Watchguard,WGM47111,1337,1666
NWG-WGVXL203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for FireboxV XLarge,https://www.leadersystems.com.au/Images/NWG-WGVXL203.jpg,Watchguard,WGVXL203,7079,8981
NWG-WGM37151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for Firebox M370,https://www.leadersystems.com.au/Images/NWG-WGM37151.jpg,Watchguard,WGM37151,821,1023
NWG-WGM47131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for M470,https://www.leadersystems.com.au/Images/NWG-WGM47131.jpg,Watchguard,WGM47131,1331,1658
NWG-WGM47141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for M470,https://www.leadersystems.com.au/Images/NWG-WGM47141.jpg,Watchguard,WGM47141,1331,1658
NWG-WGM57101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox M570,https://www.leadersystems.com.au/Images/NWG-WGM57101.jpg,Watchguard,WGM57101,2071,2580
NWG-WGMRA503,Firewalls  Network Security,WatchGuard Dimension Command 3-yr for Mid-Range Appliance,https://www.leadersystems.com.au/Images/NWG-WGMRA503.jpg,Watchguard,WGMRA503,616,767
NWG-WGCSM351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM351.jpg,Watchguard,WGCSM351,1990,2479
NWG-WGCSM263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM263.jpg,Watchguard,WGCSM263,1056,1316
NWG-WGCSM173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM173.jpg,Watchguard,WGCSM173,1094,1364
NWG-WGCME131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME131.jpg,Watchguard,WGCME131,1070,1333
NWG-WGCME151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME151.jpg,Watchguard,WGCME151,1070,1333
NWG-WGCLG263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG263.jpg,Watchguard,WGCLG263,5239,6648
NWG-WGCLG173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG173.jpg,Watchguard,WGCLG173,5450,6915
NWG-WGM47151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for M470,https://www.leadersystems.com.au/Images/NWG-WGM47151.jpg,Watchguard,WGM47151,1331,1658
NWG-WGM57121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox M570,https://www.leadersystems.com.au/Images/NWG-WGM57121.jpg,Watchguard,WGM57121,2071,2580
NWG-MSS019529,Subscriptions  Licensing,WatchGuard MSSP 5000 Pre Pay Points,https://www.leadersystems.com.au/Images/NWG-MSS019529.jpg,Watchguard,MSS019529,6218,7858
NWG-WG460151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460151.jpg,Watchguard,WG460151,4546,5768
NWG-WGM57111,Email Security,WatchGuard spamBlocker 1-yr for Firebox M570,https://www.leadersystems.com.au/Images/NWG-WGM57111.jpg,Watchguard,WGM57111,2071,2580
NWG-WGM67101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox M670,https://www.leadersystems.com.au/Images/NWG-WGM67101.jpg,Watchguard,WGM67101,2873,3579
NWG-WGM57131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for Firebox M570,https://www.leadersystems.com.au/Images/NWG-WGM57131.jpg,Watchguard,WGM57131,2071,2580
NWG-WGM67121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox M670,https://www.leadersystems.com.au/Images/NWG-WGM67121.jpg,Watchguard,WGM67121,2873,3579
NWG-WG561151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561151.jpg,Watchguard,WG561151,11507,14599
NWG-WG560181,Subscriptions  Licensing,WatchGuard Network Discovery 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG560181.jpg,Watchguard,WG560181,11507,14599
NWG-WG35R351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox T35-Rugged,https://www.leadersystems.com.au/Images/NWG-WG35R351.jpg,Watchguard,WG35R351,3035,3850
NWG-WGT15111,Email Security,WatchGuard spamBlocker 1-yr for Firebox T15,https://www.leadersystems.com.au/Images/NWG-WGT15111.jpg,Watchguard,WGT15111,137,171
NWG-WGT15131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for Firebox T15,https://www.leadersystems.com.au/Images/NWG-WGT15131.jpg,Watchguard,WGT15131,137,171
NWG-WGT15121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox T15,https://www.leadersystems.com.au/Images/NWG-WGT15121.jpg,Watchguard,WGT15121,137,171
NWG-WGT15141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for Firebox T15,https://www.leadersystems.com.au/Images/NWG-WGT15141.jpg,Watchguard,WGT15141,137,171
NWG-MSS019526,Subscriptions  Licensing,WatchGuard MSSP 10000 Pre Pay Points,https://www.leadersystems.com.au/Images/NWG-MSS019526.jpg,Watchguard,MSS019526,12437,15715
NWG-MSS019525,Subscriptions  Licensing,WatchGuard MSSP 1000 Pre Pay Points,https://www.leadersystems.com.au/Images/NWG-MSS019525.jpg,Watchguard,MSS019525,1244,1572
NWG-WG460201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460201.jpg,Watchguard,WG460201,3512,4455
NWG-WGT16111,Email Security,WatchGuard spamBlocker 1-yr for Firebox T15-W,https://www.leadersystems.com.au/Images/NWG-WGT16111.jpg,Watchguard,WGT16111,174,217
NWG-WGM27351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox M270,https://www.leadersystems.com.au/Images/NWG-WGM27351.jpg,Watchguard,WGM27351,3240,4036
NWG-WGT16101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox T15-W,https://www.leadersystems.com.au/Images/NWG-WGT16101.jpg,Watchguard,WGT16101,174,217
NWG-WGT16121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox T15-W,https://www.leadersystems.com.au/Images/NWG-WGT16121.jpg,Watchguard,WGT16121,174,217
NWG-WG460261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460261.jpg,Watchguard,WG460261,4509,5720
NWG-WG561141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561141.jpg,Watchguard,WG561141,11507,14599
NWG-WGCXL131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL131.jpg,Watchguard,WGCXL131,4521,5736
NWG-WGCXL151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL151.jpg,Watchguard,WGCXL151,4533,5752
NWG-WGVSM263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM263.jpg,Watchguard,WGVSM263,1056,1316
NWG-WGVSM173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM173.jpg,Watchguard,WGVSM173,1090,1383
NWG-WGVME101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME101.jpg,Watchguard,WGVME101,1070,1333
NWG-WGVME121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME121.jpg,Watchguard,WGVME121,1070,1333
NWG-WGVLG353,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG353.jpg,Watchguard,WGVLG353,22333,28333
NWG-WGVLG333,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG333.jpg,Watchguard,WGVLG333,10541,13373
NWG-WGM27141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for Firebox M270,https://www.leadersystems.com.au/Images/NWG-WGM27141.jpg,Watchguard,WGM27141,628,783
NWG-WGM27181,Subscriptions  Licensing,WatchGuard Network Discovery 1-yr for Firebox M270,https://www.leadersystems.com.au/Images/NWG-WGM27181.jpg,Watchguard,WGM27181,628,783
NWG-WGM27331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M270,https://www.leadersystems.com.au/Images/NWG-WGM27331.jpg,Watchguard,WGM27331,1598,1991
NWG-WGCSM671,Firewalls  Network Security,Trade up to WatchGuard Firebox Cloud Small with 1-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCSM671.jpg,Watchguard,WGCSM671,2460,3331
NWG-WGCSM033,Firewalls  Network Security,WatchGuard Firebox Cloud Small with 3-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCSM033.jpg,Watchguard,WGCSM033,3021,4091
NWG-WGCME003,Firewalls  Network Security,WatchGuard Firebox Cloud Medium with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,https://www.leadersystems.com.au/Images/NWG-WGCME003.jpg,Watchguard,WGCME003,4136,5601
NWG-WGCME063,Firewalls  Network Security,Trade up to WatchGuard Firebox Cloud Medium with 3-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCME063.jpg,Watchguard,WGCME063,6081,8235
NWG-WG561301,Subscriptions  Licensing,WatchGuard NGFW Suite Renewal/Upgrade 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561301.jpg,Watchguard,WG561301,18704,23729
NWG-WG561331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561331.jpg,Watchguard,WG561331,27120,34407
NWG-WGT21201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox T20-W,https://www.leadersystems.com.au/Images/NWG-WGT21201.jpg,Watchguard,WGT21201,159,198
NWG-WGCSM171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM171.jpg,Watchguard,WGCSM171,460,574
NWG-WGCSM151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM151.jpg,Watchguard,WGCSM151,460,574
NWG-WGCME263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME263.jpg,Watchguard,WGCME263,2462,3068
