SKU,Name,Method of Delivery,Product Family,Product Group,url in dealershop
NWG-MSS019528,WatchGuard MSSP 500 Pre Pay Points,Electronic,MSSP,MSSP Points,https://partner.leadersystems.com.au/products.html?pe90BB5+xKg=fzULulDkLYczr9TUTV5MWQ==UEgv1Qg/dfDpmQSrMaoT6xgzof0G
NWG-WGCSM331,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?H/SipDzqNyg=/Dw6D8BMgsYyvWegmwy+Xg==AeZifgQGCxcY9hPFneKVHEYEgM4=
NWG-WGCSM203,WatchGuard Standard Support Renewal 3-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?bNTbyRWJqS0=tsVaawg7eVp6TMX4IH04zw==ln5NgDJh9ZZc7jdyTd61DywJYHQ=
NWG-WGCME351,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?TZWKtMdLe2M=kDoIUgFe0ymrJYvK4Gt/BQ==1N2kf7/YXh4PUpvRM4NPHN6h4Hg=
NWG-WGCME203,WatchGuard Standard Support Renewal 3-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?7uQHXm+s6CY=jZ8oaWpYHaghRaWp4IZG9g==30OsL/1xi7deWEhaEyhBA0OTlAM=
NWG-WGCME201,WatchGuard Standard Support Renewal 1-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?3QFasAjA72E=48NkxgCeL8O2GxFawuhUFA==zSLXpQofxS6ghGGuvZieAB9TTA4=
NWG-WGCLG351,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Large,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?unFoic3l/Zw=fjC4wfnvnFmJ1vDtKnkr7g==K1vo6iFdoXQmyIAL3vMYbV5+HCo=
NWG-WGCLG333,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Large,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?NeQh5YoV8Yw=MzbAPWc9SzadGP/LOSTiQw==RFtp7EMWkN4PsUgbqW/yyf0TLeM=
NWG-WGCXL333,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox Cloud XLarge,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?aIsLwHJDxsc=Ts28XfGqqs7zHqMpb8Sxpg==UCnu7jAy2e/dgZ/3Y8lcfpZ+7E0=
NWG-WGCXL331,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox Cloud XLarge,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?pn/jvWbb4ME=xaG7ofJlmfMtcFVueNC79Q==dVpqHog1D8RjpPg9Wfhh5CKfKUQ=
NWG-WGVSM331,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?nZKJa8IvatE=q8Bu2lKpe66L7SCP4tjv9g==de5wCWs+OezwoOwegfwYp0DJDF8=
NWG-WGVSM203,WatchGuard Standard Support Renewal 3-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?6PQUKkfFD1Y=l0vKzws5pBLPjPmK2t2GVg==ea17qUbcy5xYB7KToDmoL/KqX5w=
NWG-WGVSM151,WatchGuard Application Control 1-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?J9ht1pMd6vg=WpiLs+0LreDY30RDTgwBLA==gsHxNfUEIts6LsY3sWUna5QoR7U=
NWG-WGVSM181,WatchGuard Network Discovery 1-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?cjV/wKYZ190=C9wOCgT2PA86MjC0hz8wkQ==wImm7+lzc7pc59M52ASa2IFJrkM=
NWG-WGVME141,WatchGuard Reputation Enabled Defense 1-yr for FireboxV Medium,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?PF/FNYQhn6A=6Kd80iqD+FndOvtUWdzsJg==ycun8bsg8h9O61GvBRBeX6GYHR4=
NWG-WGVME151,WatchGuard Application Control 1-yr for FireboxV Medium,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?qzgRceAgtko=MmFNwdwcGMM3L/mh0TgLTQ==nxB0kZmbwItcnVfM3I14ZD8B4f0=
NWG-WGVLG131,WatchGuard Intrusion Prevention Service 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?ZJu4h/7wjjk=hF6LDUb0Iy0rNf4K7qOLsg==EUMVxBIJJRF8Haf5xH7rTlKX1/U=
NWG-WGVLG141,WatchGuard Reputation Enabled Defense 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?oPRrzFu1ls8=ZbEGrOJpMKZjDLB5/KotrA==W86DoVByrb5Hf+55uAqYnerC5oQ=
NWG-WGVXL121,WatchGuard Gateway AntiVirus 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?em+FxnxtpfE=U6A3bjPKzNzFkkyy4cs+xg==ebXaO1MsfLhaZdCbNsWnox/QqgU=
NWG-WGWFC231,"WatchGuard 1-yr Total Wi-Fi Renewal/Upgrade, 1 AP",Electronic,Access Points,Wi-Fi Management,https://partner.leadersystems.com.au/products.html?/6Bj2HBxuec=BLYwYpP6WrgXtxXATeWXqw==3IYdu9cHqXz1OSKEi9EBuym1Hrg=
NWG-MSS019530,WatchGuard MSSP 50000 Pre Pay Points,Electronic,MSSP,MSSP Points,https://partner.leadersystems.com.au/products.html?kkFvKe6XnAY=9ciw1skbJTbpcje0MHYKrA==1aB8TEe+RluZ7bMtzJBiqzHE2g56
NWG-WGCME643,WatchGuard Firebox Cloud Medium with 3-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?bqvAiYzfDWM=cEA7xrVhiYoJs3UcHcV5Ew==6gXbv3jLNlMxkiB9sj7wK5KcGy0=
NWG-WGCME641,WatchGuard Firebox Cloud Medium with 1-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?Gi2OTuyLDO4=2wNIg1j3xfOS0SAmmXQcPg==pvG+9N9cTQ8JndfZavsJlFjmwwU=
NWG-WGCLG673,Trade up to WatchGuard Firebox Cloud Large with 3-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?v16K4WBocM4=LIe93/0wx5FBrs5+/Cv5kQ==+LXMc0vMjqdFYQJEySgdb1q6tZU=
NWG-WGCLG033,WatchGuard Firebox Cloud Large with 3-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?OfBn7TMfH9o=fhb9CiAv2EXPDvRqXBgyGQ==sMd0im2mPQVsCiu9RYK80Niwhuk=
NWG-WGCXL031,WatchGuard Firebox Cloud XLarge with 1-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?vNQsDmBsQ5E=C+ZVe57b7CeSjjep1tVAfQ==LUjpX3CdCeMnw0PcCebDrMf1S7E=
NWG-WGCXL003,WatchGuard Firebox Cloud XLarge with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?vMsjax9IT+Y=TdBXGPEDHpHfFvpbuMVqkQ==RXIolaOvHIMqxpBJZXd12m9VEdk=
NWG-WGVLG643,WatchGuard FireboxV Large with 3-yr Total Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?1FWpfXcJd1c=+2yLwEXmWJbXMr0MPFZJYg==Vv4WU9Y17rpAKf5qYLhPmx9GRaw=
NWG-WGVLG671,Trade up to WatchGuard FireboxV Large with 1-yr Total Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?wWvOG43Dj3Q=ucMt++6BtbmZI1CAsUE9gA==o2fybZ9SO6t913Kx2ohZkVdVdE8=
NWG-WGVXL033,WatchGuard FireboxV XLarge with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?H6TX4JRnWjM=v1MAK7juth/xkyWXbDcW2w==YVYdOBtNOo03gaU3QIXMV8dDbUU=
NWG-WGCSM121,WatchGuard Gateway AntiVirus 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?dRxb14uFlNk=mtxvqYi3IN0qdzZikWnHiA==LK4WbqyeDNBLptl800JfOlncWn0=
NWG-WGCME121,WatchGuard Gateway AntiVirus 1-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?PyGZH97446E=B9ghNN9VSE9tuJj4+ZjcXw==nhTXWAGtjQDNUfgE0ihvcgiHsx0=
NWG-WGCLG171,WatchGuard APT Blocker 1-yr for Firebox Cloud Large,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?63OtGPx9Wwg=ORRVH+TU/JpsHuyq0y+KQg==2yq6/5K1Hy9m2lYzFha8hZ8q1Uk=
NWG-WGCLG121,WatchGuard Gateway AntiVirus 1-yr for Firebox Cloud Large,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?dDaPa4YJAtY=IQoCSS6ORVwmYe/qz9ZO0A==oSWd5TfRuFza7Rggs9ZtlkyBFQ8=
NWG-WGCXL171,WatchGuard APT Blocker 1-yr for Firebox Cloud XLarge,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?cdAQOs7WcvI=pKOUiO8D32ldU9qrftqTUw==RqPE8K2H6Ul1fOIqLJWe0ST7XTY=
NWG-WGVSM171,WatchGuard APT Blocker 1-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?MCABUua/bAo=DWiAaH+5SC/UwQHjSrsSiA==HG9PcY9vySKPIL4E6QuIgL29pZs=
NWG-WGVME261,WatchGuard Gold Support Renewal/Upgrade 1-yr for FireboxV Medium,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?s6AT1pa9twc=GEaixjNPwhAagM2J5dXT+Q==CCsrWrz6D1jOKSmYNlARupprO6Y=
NWG-WGVME171,WatchGuard APT Blocker 1-yr for FireboxV Medium,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?amKf3Xy+XYg=c3S7NNZR9QGHHypfDUzlIA==NJyV8N2MgK2sbg4/8Seyi06zXJg=
NWG-WGVLG201,WatchGuard Standard Support Renewal 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?GjBEiWmy4w8=/v9Db04brCtxB0iLwwV4fQ==DciXTTnoPfAe4Dkse5jhk2aNJBo=
NWG-WGCME523,WatchGuard Cloud 1-month data retention for Firebox Cloud Medium - 3-yr,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?4wAfWJj0ci0=xPGz0ye+MzKkWQMqWGWlbA==jmHRT8UGYBslJV1m2P/bS5QidWs=
NWG-WGCME521,WatchGuard Cloud 1-month data retention for Firebox Cloud Medium - 1-yr,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?W0sdFfcHPJg=lb9lOWdflN6l+FF/zx0Ziw==uJL9zJIYM0v5lVj7f9xGiXOIaGU=
NWG-WGVLG261,WatchGuard Gold Support Renewal/Upgrade 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?2WmPNLnX1Hc=sEELvzAn5O8mkA5EVZQFhQ==cF/bXkVWSJ5qcNjTsI3k0g1Y5Vk=
NWG-WGVXL331,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?TbPe075Lq2w=dMd1aXI5dEhJ6zjfS7ZBYA==XQ0uRQtST0SpUmRQ3zCHlfer5ho=
NWG-WGVXL201,WatchGuard Standard Support Renewal 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?ATDPQJOtgT0=w37hyB/WYGjNAHgpiYVKCQ==ufUnFvw9acJrCOoS7Mn4FUD1MOs=
NWG-WGCSM101,WatchGuard WebBlocker 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?bHOnNSCT7gU=m1nVIX2TtxC6TTdowd0EXw==jMPuTx1+f8qbALbhOdu3lWgNXPA=
NWG-WGCME101,WatchGuard WebBlocker 1-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?ZMfNPt6AI74=etYTeThCIpNbEHrXalir+Q==OMnA9yvb60NwTA6QnySdeYvwZxk=
NWG-WGCLG101,WatchGuard WebBlocker 1-yr for Firebox Cloud Large,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?edzEPGzO9FI=Fv25hXrel6J+8LirA9+JqQ==QF0MCPHtA+PWJC5A956zLLvt8S8=
NWG-WGCXL101,WatchGuard WebBlocker 1-yr for Firebox Cloud XLarge,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?63/wD532Xbg=mh1NsLJsCeUR60nSW7r4Qg==nwqCtyZFlnGG9UhTFb+GhxSTD9Q=
NWG-WGVSM101,WatchGuard WebBlocker 1-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?ZB46HYC5RGI=DzdjC1zVmopA4+CToHFnWw==kIsuRiHiiZSDmvsqPyS/K944VF0=
NWG-WGVME173,WatchGuard APT Blocker 3-yr for FireboxV Medium,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?sKDx1LiZ+WM=LtB3bojIN6r5k2417jehKg==253qVMyV2gOqO+sgG0C/TySFRqI=
NWG-WGVLG203,WatchGuard Standard Support Renewal 3-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?MA3sQMgk1H4=yjftOBAS+T3u6jn9dYpQlw==x5WPowadrjsK4aXCvQTxAwSgpVs=
NWG-WGVLG263,WatchGuard Gold Support Renewal/Upgrade 3-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?rtFBXT7SB40=qhqATDXaeJGOtDww+wr48A==HYqTGTCD8ODe1A3QQp0dzEkRTpM=
NWG-WGVXL333,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?uvg9G8/tqWo=WKvxeqh9C2l5TpdPgsARGw==rRG26LMI6ZKS83Fm3ezftPJ9nKY=
NWG-WGVXL203,WatchGuard Standard Support Renewal 3-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?Ub++zdilBU4=lAxXpqdc7dYlCmVyM9xYFQ==C2jbmm61r8h6628njs1qLfeJlxg=
NWG-WGMRA503,WatchGuard Dimension Command 3-yr for Mid-Range Appliance,Electronic,Reporting & Visibility,Dimension Command,https://partner.leadersystems.com.au/products.html?iUc0maSvPm4=7/ISHER46BZ6Ts84e58wig==DINSho+uIunCtD2zfyv5O4KoFKY=
NWG-WGCSM351,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?oSprz5gboos=shCiY1lKO2sLiUbyJ0bvgQ==9ok84Kag/DpmglEWhhNXHqFNlvU=
NWG-WGCSM263,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?Zs1gTwJQvHw=pz8kNHhWul7ruLBZR3WWjA==cAau7u0Kk0Fffg2Nfzx3nDN+0fU=
NWG-WGCSM173,WatchGuard APT Blocker 3-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?EsV+0FJ3lYs=zOvyK9EnTHwcxG65i/sgSA==aS/zhzEyVTVM7Xa+Vhpjt0ofsUw=
NWG-WGCME131,WatchGuard Intrusion Prevention Service 1-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?Oo/JkZfMNCc=qrbMd1YlH2WsofhD7k9WKg==+50MT0MBblNZaukABAL1rayHqfI=
NWG-WGCME151,WatchGuard Application Control 1-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?u2axr/Xqi2Y=aqZantsVjiUCXsP059ijAw==MMXZvmTX9xfPXLfRMe8QXyink3Q=
NWG-WGCLG263,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox Cloud Large,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?efzWTlpAwxU=RzNXtD1PVyyRL+4J36Yy2Q==68FCELFQzti0ulBhiRJi0KWLgw4=
NWG-WGCLG173,WatchGuard APT Blocker 3-yr for Firebox Cloud Large,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?j9v28dvPqCY=dDrtcWM98fK9z+YicBWAUw==m27h1aNLXnnhpi415Yr7+d+DajU=
NWG-MSS019529,WatchGuard MSSP 5000 Pre Pay Points,Electronic,MSSP,MSSP Points,https://partner.leadersystems.com.au/products.html?fmmE7p/Qk2g=bXh7klXoVJX9B6vwWztrUg==80Aay+v9IfiS5p4OfvmirYX/udqG
NWG-MSS019526,WatchGuard MSSP 10000 Pre Pay Points,Electronic,MSSP,MSSP Points,https://partner.leadersystems.com.au/products.html?H56qvmFibSw=/o4mi19HVPeHQvdrag85VA==OZXVndyngew7s1ozek2kyX4C5W5W
NWG-MSS019525,WatchGuard MSSP 1000 Pre Pay Points,Electronic,MSSP,MSSP Points,https://partner.leadersystems.com.au/products.html?txHByxF7RnE=OSllyZDHk/iNt74cVd34Rg==4R2jzV7KZzUOqEhBoThzL2TMaRzw
NWG-WGCXL131,WatchGuard Intrusion Prevention Service 1-yr for Firebox Cloud XLarge,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?CDERCVAVskI=Hoookw1+mKIyjz6/dIojAw==MRNIKOi9nytrHizLCZi1fW2c1Q8=
NWG-WGCXL151,WatchGuard Application Control 1-yr for Firebox Cloud XLarge,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?gXrOzpsvoEo=wlbXYsXMzWUZqzfUPM0guw==DrEJa81Q85KklJWpNfaYGFlkYZw=
NWG-WGVSM263,WatchGuard Gold Support Renewal/Upgrade 3-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?vHpiBJlx6O4=Ss+3Xt3QNwgxDQQl4tRGrA==RpPgyYMxhjLPeJ9QGvnUPVjTx2M=
NWG-WGVSM173,WatchGuard APT Blocker 3-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?i2qVGPegG/o=S2NP2YzIBc84bBkHvJSj7g==m78pp+mg1KZEsBdJBub3H604Pjs=
NWG-WGVME101,WatchGuard WebBlocker 1-yr for FireboxV Medium,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?wPsCgYzXphA=5g4h2OQUOfCidxJtPG2gnA==nEAf+Bnr7haTdIM+TQ6F4jFCvYY=
NWG-WGVME121,WatchGuard Gateway AntiVirus 1-yr for FireboxV Medium,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?WHW5KukSy78=meW2dN4I8ezo2rrwZlG54Q==IPtQx46sIiCX7NtnO2rj8t5mgV0=
NWG-WGVLG353,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?6fQYQB4CVL0=cGP4eGJgh1xSLHM5EbKVRA==39tOgEwniZCxWmembYfjp5Uxk+c=
NWG-WGVLG333,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?F1TmMh+syrE=4BQz+xHiw+j0aA6Mr/semw==2zMSOKaBqZ/hGsHMHIXMzaP8m3s=
NWG-WGCSM671,Trade up to WatchGuard Firebox Cloud Small with 1-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?DCc9E6FihLo=xrYcRRlosfVW5SjkauLxBg==Oj4+ycTD+HYy0EGy1a1l5FfNl3Y=
NWG-WGCSM033,WatchGuard Firebox Cloud Small with 3-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?d4DRTWykH/w=BO0E964uZaKeUWWjLkWolQ==47cotcmll9/A0uW3gNY73zr+fHQ=
NWG-WGCME003,WatchGuard Firebox Cloud Medium with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?kPbeQCAH5fw=ny8xamrqmupNtuRkW31WEg==qLlFxHKCs4RXmyBQQuVZ3M4Z55s=
NWG-WGCME063,Trade up to WatchGuard Firebox Cloud Medium with 3-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?oCtJz4P/A3Q=iYT+9g9eJ8V7ebPJPj9Xpg==w+zIw/fJgVe+7Ci0QMxShMs434w=
NWG-WGCSM171,WatchGuard APT Blocker 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?4QasDjCoOXM=ESqWravBjEiKy1Mj6yLgXA==RwzgCRCNut/2ciD7XJbsxGfalas=
NWG-WGCSM151,WatchGuard Application Control 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?pzxii0v5ab0=QtcRN8HFjLnmm6x4qNNPVQ==51V6Fo1OKGekxItUD0XIWUPKVYY=
NWG-WGCME263,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?dJRs5cqp/lA=DJttUr1acO6UEpz+o5QUng==WL+HWNjNZyvm7r6pDobtRei/Opw=
NWG-WGCLG353,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Large,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?24V5tGUdBcU=MPubjW4IAKMOytA429rIVg==Z4L84ACAShrGszqL8ZR2AhjpkLE=
NWG-WGCLG261,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox Cloud Large,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?lGuGFij7UwY=3GcpLJv++emeUnURUbN6CA==GNgdiKxmmOqiX28I6AJ2Iyi67I4=
NWG-WGCLG131,WatchGuard Intrusion Prevention Service 1-yr for Firebox Cloud Large,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?gC7IHlCcGp8=FjFZViKKyBigyWWO6ntd+Q==VNGQtIKVqARaPUZzZSAtYO/pJkE=
NWG-WGCXL173,WatchGuard APT Blocker 3-yr for Firebox Cloud XLarge,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?G3MVkB+DjXQ=xvDEudSzBems3059CGNxDg==IR7AHYnabW33eyNWyRQBs0cQBEs=
NWG-WGCXL141,WatchGuard Reputation Enabled Defense 1-yr for Firebox Cloud XLarge,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?zlQOlaD/E80=qqfmmwYEfXOz+5uPd9RmEw==TKxCrGTF64LSGzJYbrJvXFTok1Q=
NWG-WGVXL263,WatchGuard Gold Support Renewal/Upgrade 3-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?jtiACrnhciQ=OscWO4P61MBKfL9KmXBfbw==tps5DgnzPViT6m5wnbhxakLRY+o=
NWG-WGVXL173,WatchGuard APT Blocker 3-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?8zE9Qtq0EnQ=8VbpGoTK+dFPLGyP4t6cWg==xgzdmYavNBRdSWKPQ39lW0hUHDE=
NWG-WGVXL131,WatchGuard Intrusion Prevention Service 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?f1HyLcQRLLw=lxNjDNpFEoNnMsA1ir3hVA==oOvbmg0GMrzBKBh31SYmHpk3BUM=
NWG-WGVXL151,WatchGuard Application Control 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?l0ukJghKd2U=Hs4/yugkOSy6WiAnBdFRhA==hdPnEw+GaEByzcyU9HqzkYDvNxE=
NWG-WGCSM031,WatchGuard Firebox Cloud Small with 1-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?5c9Ywv/spAs=gxvtz3jLEc/y86dfWzj6BA==yWP2yCJd8/EnA/bAWaBs3nEePPs=
NWG-WGCME001,WatchGuard Firebox Cloud Medium with 1-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?N/fFHwTz/5g=ffb0+obc5teptSLkNTwsGA==DdiDQ3Qt0210ndJuOVuxSnqPD+A=
NWG-WGCME061,Trade up to WatchGuard Firebox Cloud Medium with 1-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?zFmjJYMF5UY=Zj2XRPaUAOgWhZw/jUvIcg==ulVFFoKRPa9iWy9BhncxspDLJBo=
NWG-WGCXL641,WatchGuard Firebox Cloud XLarge with 1-yr Total Security Suite,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?zLzWqElWRbM=zEmkCq+sVkvX5bcOfXy2kg==dzdzQ1hwkgaTqn8h7fJ2zJcKJns=
NWG-WGVSM641,WatchGuard FireboxV Small with 1-yr Total Security Suite,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?MF0063vcGH0=xdA2lCHs9KiFbG4LM4TdlQ==S3Ym1z9geZ1wzkkNC79mnAlJtlk=
NWG-WGVSM671,Trade up to WatchGuard FireboxV Small with 1-yr Total Security Suite,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?PlsuXjLf4oc=oYxpSPJpOfRktOYWztf7HQ==EePXP0ZGtbBUqtPUYfQlLn3NPNQ=
NWG-WGVME033,WatchGuard FireboxV Medium with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?ZOqDxaBO6A4=HgzZp+pXWXxPWesf92xXAg==aVjhx0y4nqpUU4dZ9MdfovDcElw=
